Tabelle: 12621-0001;;
Sterbetafel (Periodensterbetafel): Deutschland, Jahre,;;
Geschlecht, Vollendetes Alter;;
Sterbetafeln;;
Deutschland;;
;;Sterbewahrscheinlichkeit [q(x)]
;;Ziffer
1991/93;;
;44 Jahre;0,00110313
;45 Jahre;0,00124291
;46 Jahre;0,00140025
;47 Jahre;0,00157549
;48 Jahre;0,00176864
;49 Jahre;0,00197938
;50 Jahre;0,00220669
;51 Jahre;0,00244870
;52 Jahre;0,00270253
;53 Jahre;0,00296424
;54 Jahre;0,00323184
;55 Jahre;0,00350818
;56 Jahre;0,00379803
;57 Jahre;0,00410798
;58 Jahre;0,00444672
;59 Jahre;0,00482542
;60 Jahre;0,00525300
;61 Jahre;0,00572884
;62 Jahre;0,00624910
;63 Jahre;0,00680720
;64 Jahre;0,00739314
;65 Jahre;0,00799300
;66 Jahre;0,00859876
;67 Jahre;0,00922977
;68 Jahre;0,00991701
;69 Jahre;0,01070059
;70 Jahre;0,01163234
;71 Jahre;0,01278053
;72 Jahre;0,01422289
;73 Jahre;0,01600618
;74 Jahre;0,01817092
;75 Jahre;0,02075796
;76 Jahre;0,02380348
;77 Jahre;0,02733251
;78 Jahre;0,03136201
;79 Jahre;0,03595254
;80 Jahre;0,04119289
;81 Jahre;0,04718873
;82 Jahre;0,05406582
;83 Jahre;0,06197366
;84 Jahre;0,07107992
;85 Jahre;0,08150255
;86 Jahre;0,09331129
;87 Jahre;0,10653748
;88 Jahre;0,12116080
;89 Jahre;0,13709675
;90 Jahre;0,15419574
;91 Jahre;0,17233172
;92 Jahre;0,19139886
;93 Jahre;0,21127163
;94 Jahre;0,23180771
;95 Jahre;0,25285237
;96 Jahre;0,27424410
;97 Jahre;0,29583412
;98 Jahre;0,31749054
;99 Jahre;0,34036169
;100 Jahre;0,36215788
2011/13;;
männlich;0 Jahre;0,00369161
;1 Jahr;0,00029928
;2 Jahre;0,00016882
;3 Jahre;0,00012731
;4 Jahre;0,00011536
;5 Jahre;0,00011614
;6 Jahre;0,00008667
;7 Jahre;0,00008576
;8 Jahre;0,00008820
;9 Jahre;0,00009405
;10 Jahre;0,00008490
;11 Jahre;0,00008356
;12 Jahre;0,00009765
;13 Jahre;0,00011550
;14 Jahre;0,00012029
;15 Jahre;0,00015145
;16 Jahre;0,00025839
;17 Jahre;0,00033327
;18 Jahre;0,00045040
;19 Jahre;0,00046937
;20 Jahre;0,00050072
;21 Jahre;0,00049906
;22 Jahre;0,00049734
;23 Jahre;0,00053654
;24 Jahre;0,00052232
;25 Jahre;0,00052650
;26 Jahre;0,00054558
;27 Jahre;0,00053480
;28 Jahre;0,00056253
;29 Jahre;0,00061266
;30 Jahre;0,00064390
;31 Jahre;0,00067566
;32 Jahre;0,00072405
;33 Jahre;0,00073322
;34 Jahre;0,00077233
;35 Jahre;0,00079924
;36 Jahre;0,00085893
;37 Jahre;0,00092543
;38 Jahre;0,00103712
;39 Jahre;0,00114203
;40 Jahre;0,00125967
;41 Jahre;0,00134366
;42 Jahre;0,00151628
;43 Jahre;0,00170300
;44 Jahre;0,00190832
;45 Jahre;0,00214117
;46 Jahre;0,00239826
;47 Jahre;0,00264757
;48 Jahre;0,00299514
;49 Jahre;0,00342064
;50 Jahre;0,00378938
;51 Jahre;0,00435519
;52 Jahre;0,00488015
;53 Jahre;0,00534974
;54 Jahre;0,00601979
;55 Jahre;0,00657967
;56 Jahre;0,00709137
;57 Jahre;0,00800320
;58 Jahre;0,00878771
;59 Jahre;0,00952787
;60 Jahre;0,01036533
;61 Jahre;0,01123395
;62 Jahre;0,01193909
;63 Jahre;0,01275970
;64 Jahre;0,01422552
;65 Jahre;0,01512419
;66 Jahre;0,01645711
;67 Jahre;0,01755892
;68 Jahre;0,01950847
;69 Jahre;0,02082376
;70 Jahre;0,02213184
;71 Jahre;0,02440900
;72 Jahre;0,02660199
;73 Jahre;0,02911490
;74 Jahre;0,03184282
;75 Jahre;0,03568586
;76 Jahre;0,04010634
;77 Jahre;0,04504754
;78 Jahre;0,05020154
;79 Jahre;0,05618894
;80 Jahre;0,06296475
;81 Jahre;0,07138584
;82 Jahre;0,08034131
;83 Jahre;0,08966652
;84 Jahre;0,09918926
;85 Jahre;0,10976565
;86 Jahre;0,12332763
;87 Jahre;0,13689281
;88 Jahre;0,15159255
;89 Jahre;0,16942819
;90 Jahre;0,18562917
;91 Jahre;0,21345515
;92 Jahre;0,22875864
;93 Jahre;0,24681616
;94 Jahre;0,25110654
;95 Jahre;0,28847579
;96 Jahre;0,31934597
;97 Jahre;0,33600214
;98 Jahre;0,35797005
;99 Jahre;0,37769352
;100 Jahre;0,39896378
weiblich;0 Jahre;0,00309123
;1 Jahr;0,00023864
;2 Jahre;0,00013320
;3 Jahre;0,00011300
;4 Jahre;0,00009866
;5 Jahre;0,00010954
;6 Jahre;0,00007352
;7 Jahre;0,00007759
;8 Jahre;0,00008127
;9 Jahre;0,00005815
;10 Jahre;0,00005877
;11 Jahre;0,00005361
;12 Jahre;0,00008252
;13 Jahre;0,00008251
;14 Jahre;0,00009922
;15 Jahre;0,00012277
;16 Jahre;0,00013751
;17 Jahre;0,00014650
;18 Jahre;0,00021661
;19 Jahre;0,00018933
;20 Jahre;0,00018351
;21 Jahre;0,00019506
;22 Jahre;0,00020043
;23 Jahre;0,00021248
;24 Jahre;0,00021205
;25 Jahre;0,00021668
;26 Jahre;0,00021545
;27 Jahre;0,00024434
;28 Jahre;0,00025783
;29 Jahre;0,00028168
;30 Jahre;0,00028017
;31 Jahre;0,00029103
;32 Jahre;0,00032833
;33 Jahre;0,00040067
;34 Jahre;0,00039528
;35 Jahre;0,00042532
;36 Jahre;0,00046131
;37 Jahre;0,00051194
;38 Jahre;0,00057295
;39 Jahre;0,00064162
;40 Jahre;0,00070617
;41 Jahre;0,00077506
;42 Jahre;0,00087072
;43 Jahre;0,00099193
;44 Jahre;0,00106936
;45 Jahre;0,00118291
;46 Jahre;0,00135514
;47 Jahre;0,00158195
;48 Jahre;0,00169288
;49 Jahre;0,00190590
;50 Jahre;0,00212728
;51 Jahre;0,00239145
;52 Jahre;0,00266702
;53 Jahre;0,00294847
;54 Jahre;0,00313736
;55 Jahre;0,00349442
;56 Jahre;0,00377804
;57 Jahre;0,00399368
;58 Jahre;0,00439636
;59 Jahre;0,00485548
;60 Jahre;0,00529299
;61 Jahre;0,00570074
;62 Jahre;0,00619544
;63 Jahre;0,00682052
;64 Jahre;0,00759381
;65 Jahre;0,00790146
;66 Jahre;0,00878196
;67 Jahre;0,00924370
;68 Jahre;0,01017021
;69 Jahre;0,01087287
;70 Jahre;0,01178970
;71 Jahre;0,01277346
;72 Jahre;0,01412831
;73 Jahre;0,01576123
;74 Jahre;0,01774387
;75 Jahre;0,02017696
;76 Jahre;0,02335277
;77 Jahre;0,02667189
;78 Jahre;0,03090231
;79 Jahre;0,03499672
;80 Jahre;0,04042651
;81 Jahre;0,04640830
;82 Jahre;0,05414187
;83 Jahre;0,06160441
;84 Jahre;0,07078917
;85 Jahre;0,08089655
;86 Jahre;0,09285177
;87 Jahre;0,10545588
;88 Jahre;0,12024438
;89 Jahre;0,13702584
;90 Jahre;0,15437887
;91 Jahre;0,17705104
;92 Jahre;0,19276156
;93 Jahre;0,21047264
;94 Jahre;0,22154580
;95 Jahre;0,24990486
;96 Jahre;0,27979724
;97 Jahre;0,29938588
;98 Jahre;0,32290391
;99 Jahre;0,33929951
;100 Jahre;0,36031410
2012/14;;
männlich;0 Jahre;0,00353650
;1 Jahr;0,00027271
;2 Jahre;0,00014063
;3 Jahre;0,00013705
;4 Jahre;0,00011695
;5 Jahre;0,00010425
;6 Jahre;0,00008923
;7 Jahre;0,00009086
;8 Jahre;0,00007879
;9 Jahre;0,00010048
;10 Jahre;0,00006746
;11 Jahre;0,00008623
;12 Jahre;0,00009086
;13 Jahre;0,00010808
;14 Jahre;0,00012154
;15 Jahre;0,00015603
;16 Jahre;0,00025162
;17 Jahre;0,00031641
;18 Jahre;0,00041655
;19 Jahre;0,00045236
;20 Jahre;0,00045330
;21 Jahre;0,00045848
;22 Jahre;0,00044345
;23 Jahre;0,00050821
;24 Jahre;0,00048436
;25 Jahre;0,00052035
;26 Jahre;0,00052053
;27 Jahre;0,00051644
;28 Jahre;0,00055193
;29 Jahre;0,00056297
;30 Jahre;0,00061511
;31 Jahre;0,00065323
;32 Jahre;0,00070336
;33 Jahre;0,00069396
;34 Jahre;0,00078608
;35 Jahre;0,00083054
;36 Jahre;0,00086733
;37 Jahre;0,00088275
;38 Jahre;0,00105130
;39 Jahre;0,00110289
;40 Jahre;0,00119591
;41 Jahre;0,00133234
;42 Jahre;0,00148663
;43 Jahre;0,00167603
;44 Jahre;0,00183873
;45 Jahre;0,00212347
;46 Jahre;0,00230034
;47 Jahre;0,00256432
;48 Jahre;0,00289419
;49 Jahre;0,00331193
;50 Jahre;0,00365869
;51 Jahre;0,00414361
;52 Jahre;0,00469901
;53 Jahre;0,00519914
;54 Jahre;0,00590084
;55 Jahre;0,00636402
;56 Jahre;0,00696965
;57 Jahre;0,00783453
;58 Jahre;0,00857661
;59 Jahre;0,00935816
;60 Jahre;0,01018964
;61 Jahre;0,01114577
;62 Jahre;0,01203110
;63 Jahre;0,01286191
;64 Jahre;0,01403241
;65 Jahre;0,01526157
;66 Jahre;0,01616758
;67 Jahre;0,01751375
;68 Jahre;0,01900703
;69 Jahre;0,02050714
;70 Jahre;0,02226061
;71 Jahre;0,02398443
;72 Jahre;0,02631806
;73 Jahre;0,02873825
;74 Jahre;0,03126910
;75 Jahre;0,03463645
;76 Jahre;0,03863252
;77 Jahre;0,04343536
;78 Jahre;0,04839909
;79 Jahre;0,05454946
;80 Jahre;0,06082117
;81 Jahre;0,06958603
;82 Jahre;0,07866058
;83 Jahre;0,08846651
;84 Jahre;0,09815184
;85 Jahre;0,10897838
;86 Jahre;0,12120323
;87 Jahre;0,13483079
;88 Jahre;0,14890836
;89 Jahre;0,16553099
;90 Jahre;0,18254532
;91 Jahre;0,20644614
;92 Jahre;0,23337594
;93 Jahre;0,24539820
;94 Jahre;0,25875559
;95 Jahre;0,27821774
;96 Jahre;0,31398859
;97 Jahre;0,33441524
;98 Jahre;0,36282716
;99 Jahre;0,38267045
;100 Jahre;0,40456692
weiblich;0 Jahre;0,00298361
;1 Jahr;0,00024472
;2 Jahre;0,00012179
;3 Jahre;0,00011012
;4 Jahre;0,00009034
;5 Jahre;0,00008314
;6 Jahre;0,00006241
;7 Jahre;0,00006817
;8 Jahre;0,00007130
;9 Jahre;0,00006157
;10 Jahre;0,00005121
;11 Jahre;0,00005662
;12 Jahre;0,00006782
;13 Jahre;0,00008214
;14 Jahre;0,00009168
;15 Jahre;0,00012178
;16 Jahre;0,00013316
;17 Jahre;0,00014194
;18 Jahre;0,00021409
;19 Jahre;0,00018947
;20 Jahre;0,00017493
;21 Jahre;0,00017776
;22 Jahre;0,00018155
;23 Jahre;0,00022567
;24 Jahre;0,00020900
;25 Jahre;0,00021026
;26 Jahre;0,00019968
;27 Jahre;0,00021831
;28 Jahre;0,00025060
;29 Jahre;0,00026346
;30 Jahre;0,00026759
;31 Jahre;0,00028985
;32 Jahre;0,00032099
;33 Jahre;0,00038322
;34 Jahre;0,00038255
;35 Jahre;0,00042935
;36 Jahre;0,00045785
;37 Jahre;0,00048610
;38 Jahre;0,00056523
;39 Jahre;0,00062993
;40 Jahre;0,00067320
;41 Jahre;0,00077947
;42 Jahre;0,00086408
;43 Jahre;0,00092510
;44 Jahre;0,00105240
;45 Jahre;0,00112105
;46 Jahre;0,00133327
;47 Jahre;0,00150868
;48 Jahre;0,00162615
;49 Jahre;0,00184848
;50 Jahre;0,00207172
;51 Jahre;0,00234543
;52 Jahre;0,00257223
;53 Jahre;0,00289884
;54 Jahre;0,00308967
;55 Jahre;0,00335275
;56 Jahre;0,00371459
;57 Jahre;0,00398302
;58 Jahre;0,00434257
;59 Jahre;0,00486346
;60 Jahre;0,00526003
;61 Jahre;0,00555934
;62 Jahre;0,00606363
;63 Jahre;0,00669554
;64 Jahre;0,00735868
;65 Jahre;0,00805754
;66 Jahre;0,00869635
;67 Jahre;0,00934236
;68 Jahre;0,01006090
;69 Jahre;0,01097155
;70 Jahre;0,01204644
;71 Jahre;0,01272221
;72 Jahre;0,01406606
;73 Jahre;0,01539596
;74 Jahre;0,01725316
;75 Jahre;0,01959824
;76 Jahre;0,02240902
;77 Jahre;0,02598653
;78 Jahre;0,02984270
;79 Jahre;0,03456729
;80 Jahre;0,03933029
;81 Jahre;0,04565615
;82 Jahre;0,05272928
;83 Jahre;0,06055904
;84 Jahre;0,06955144
;85 Jahre;0,07914008
;86 Jahre;0,09126156
;87 Jahre;0,10403503
;88 Jahre;0,11844010
;89 Jahre;0,13420659
;90 Jahre;0,15178084
;91 Jahre;0,17089282
;92 Jahre;0,19507172
;93 Jahre;0,20990959
;94 Jahre;0,22765881
;95 Jahre;0,23996384
;96 Jahre;0,27005693
;97 Jahre;0,29850495
;98 Jahre;0,31817333
;99 Jahre;0,33831073
;100 Jahre;0,35595850
2013/15;;
männlich;0 Jahre;0,00351710
;1 Jahr;0,00027502
;2 Jahre;0,00015091
;3 Jahre;0,00014069
;4 Jahre;0,00010809
;5 Jahre;0,00009131
;6 Jahre;0,00009202
;7 Jahre;0,00008643
;8 Jahre;0,00007416
;9 Jahre;0,00009636
;10 Jahre;0,00006965
;11 Jahre;0,00008112
;12 Jahre;0,00008548
;13 Jahre;0,00009094
;14 Jahre;0,00011130
;15 Jahre;0,00015519
;16 Jahre;0,00024840
;17 Jahre;0,00028661
;18 Jahre;0,00039548
;19 Jahre;0,00043643
;20 Jahre;0,00044619
;21 Jahre;0,00046719
;22 Jahre;0,00042421
;23 Jahre;0,00047249
;24 Jahre;0,00047635
;25 Jahre;0,00050404
;26 Jahre;0,00050092
;27 Jahre;0,00051780
;28 Jahre;0,00054553
;29 Jahre;0,00058138
;30 Jahre;0,00061109
;31 Jahre;0,00068366
;32 Jahre;0,00069727
;33 Jahre;0,00072194
;34 Jahre;0,00079542
;35 Jahre;0,00088198
;36 Jahre;0,00087339
;37 Jahre;0,00090841
;38 Jahre;0,00103223
;39 Jahre;0,00111491
;40 Jahre;0,00121116
;41 Jahre;0,00132725
;42 Jahre;0,00147968
;43 Jahre;0,00167684
;44 Jahre;0,00177439
;45 Jahre;0,00208116
;46 Jahre;0,00225744
;47 Jahre;0,00252991
;48 Jahre;0,00284653
;49 Jahre;0,00322336
;50 Jahre;0,00358139
;51 Jahre;0,00401607
;52 Jahre;0,00458896
;53 Jahre;0,00515636
;54 Jahre;0,00573763
;55 Jahre;0,00630110
;56 Jahre;0,00692544
;57 Jahre;0,00770856
;58 Jahre;0,00855390
;59 Jahre;0,00935560
;60 Jahre;0,01019652
;61 Jahre;0,01112414
;62 Jahre;0,01209984
;63 Jahre;0,01304853
;64 Jahre;0,01418555
;65 Jahre;0,01517552
;66 Jahre;0,01653495
;67 Jahre;0,01763878
;68 Jahre;0,01917290
;69 Jahre;0,02035150
;70 Jahre;0,02259670
;71 Jahre;0,02443693
;72 Jahre;0,02602427
;73 Jahre;0,02879558
;74 Jahre;0,03114641
;75 Jahre;0,03455648
;76 Jahre;0,03832184
;77 Jahre;0,04207809
;78 Jahre;0,04778889
;79 Jahre;0,05345579
;80 Jahre;0,06034223
;81 Jahre;0,06781989
;82 Jahre;0,07752174
;83 Jahre;0,08744924
;84 Jahre;0,09782105
;85 Jahre;0,10956122
;86 Jahre;0,12161384
;87 Jahre;0,13417285
;88 Jahre;0,14930005
;89 Jahre;0,16468568
;90 Jahre;0,18283321
;91 Jahre;0,20731584
;92 Jahre;0,22726903
;93 Jahre;0,25312663
;94 Jahre;0,26403672
;95 Jahre;0,28962417
;96 Jahre;0,29922388
;97 Jahre;0,32212970
;98 Jahre;0,36464002
;99 Jahre;0,38783601
;100 Jahre;0,41010600
weiblich;0 Jahre;0,00300213
;1 Jahr;0,00025727
;2 Jahre;0,00011624
;3 Jahre;0,00011728
;4 Jahre;0,00009002
;5 Jahre;0,00007165
;6 Jahre;0,00006568
;7 Jahre;0,00005983
;8 Jahre;0,00006457
;9 Jahre;0,00005999
;10 Jahre;0,00005817
;11 Jahre;0,00006773
;12 Jahre;0,00008290
;13 Jahre;0,00007989
;14 Jahre;0,00010790
;15 Jahre;0,00012969
;16 Jahre;0,00015128
;17 Jahre;0,00014984
;18 Jahre;0,00019652
;19 Jahre;0,00019595
;20 Jahre;0,00019742
;21 Jahre;0,00017717
;22 Jahre;0,00016509
;23 Jahre;0,00023189
;24 Jahre;0,00019089
;25 Jahre;0,00020002
;26 Jahre;0,00020167
;27 Jahre;0,00021866
;28 Jahre;0,00025040
;29 Jahre;0,00027532
;30 Jahre;0,00028406
;31 Jahre;0,00032232
;32 Jahre;0,00033938
;33 Jahre;0,00037054
;34 Jahre;0,00039259
;35 Jahre;0,00042245
;36 Jahre;0,00046718
;37 Jahre;0,00047345
;38 Jahre;0,00057037
;39 Jahre;0,00063424
;40 Jahre;0,00067117
;41 Jahre;0,00074618
;42 Jahre;0,00084868
;43 Jahre;0,00092229
;44 Jahre;0,00104142
;45 Jahre;0,00111667
;46 Jahre;0,00131667
;47 Jahre;0,00146544
;48 Jahre;0,00158135
;49 Jahre;0,00182147
;50 Jahre;0,00200394
;51 Jahre;0,00230274
;52 Jahre;0,00251072
;53 Jahre;0,00285827
;54 Jahre;0,00307015
;55 Jahre;0,00336385
;56 Jahre;0,00369889
;57 Jahre;0,00397935
;58 Jahre;0,00437658
;59 Jahre;0,00486010
;60 Jahre;0,00528491
;61 Jahre;0,00565687
;62 Jahre;0,00607161
;63 Jahre;0,00665744
;64 Jahre;0,00739817
;65 Jahre;0,00800149
;66 Jahre;0,00894147
;67 Jahre;0,00945906
;68 Jahre;0,01036727
;69 Jahre;0,01103579
;70 Jahre;0,01219080
;71 Jahre;0,01321404
;72 Jahre;0,01404266
;73 Jahre;0,01565656
;74 Jahre;0,01706556
;75 Jahre;0,01949607
;76 Jahre;0,02229552
;77 Jahre;0,02521566
;78 Jahre;0,02933810
;79 Jahre;0,03394772
;80 Jahre;0,03932066
;81 Jahre;0,04476366
;82 Jahre;0,05229102
;83 Jahre;0,05982850
;84 Jahre;0,06915059
;85 Jahre;0,07888544
;86 Jahre;0,09096688
;87 Jahre;0,10363280
;88 Jahre;0,11780892
;89 Jahre;0,13386588
;90 Jahre;0,15159724
;91 Jahre;0,17091808
;92 Jahre;0,19095998
;93 Jahre;0,21782221
;94 Jahre;0,23126950
;95 Jahre;0,25224087
;96 Jahre;0,26084948
;97 Jahre;0,29312636
;98 Jahre;0,32154264
;99 Jahre;0,35354396
;100 Jahre;0,37805990
2014/16;;
männlich;0 Jahre;0,00354659
;1 Jahr;0,00027240
;2 Jahre;0,00015597
;3 Jahre;0,00012875
;4 Jahre;0,00011598
;5 Jahre;0,00009424
;6 Jahre;0,00010370
;7 Jahre;0,00008420
;8 Jahre;0,00008146
;9 Jahre;0,00008041
;10 Jahre;0,00007691
;11 Jahre;0,00008930
;12 Jahre;0,00007836
;13 Jahre;0,00009563
;14 Jahre;0,00012078
;15 Jahre;0,00015030
;16 Jahre;0,00025756
;17 Jahre;0,00029321
;18 Jahre;0,00038335
;19 Jahre;0,00041756
;20 Jahre;0,00045074
;21 Jahre;0,00044720
;22 Jahre;0,00045102
;23 Jahre;0,00045921
;24 Jahre;0,00048340
;25 Jahre;0,00048114
;26 Jahre;0,00047382
;27 Jahre;0,00052770
;28 Jahre;0,00051509
;29 Jahre;0,00057260
;30 Jahre;0,00057611
;31 Jahre;0,00068834
;32 Jahre;0,00070053
;33 Jahre;0,00071007
;34 Jahre;0,00080527
;35 Jahre;0,00088775
;36 Jahre;0,00088728
;37 Jahre;0,00093698
;38 Jahre;0,00104950
;39 Jahre;0,00109139
;40 Jahre;0,00125670
;41 Jahre;0,00132452
;42 Jahre;0,00149003
;43 Jahre;0,00163765
;44 Jahre;0,00179557
;45 Jahre;0,00204427
;46 Jahre;0,00218479
;47 Jahre;0,00248573
;48 Jahre;0,00278479
;49 Jahre;0,00314688
;50 Jahre;0,00351774
;51 Jahre;0,00386099
;52 Jahre;0,00442533
;53 Jahre;0,00498630
;54 Jahre;0,00557416
;55 Jahre;0,00614830
;56 Jahre;0,00683040
;57 Jahre;0,00754038
;58 Jahre;0,00844049
;59 Jahre;0,00925043
;60 Jahre;0,01004104
;61 Jahre;0,01098819
;62 Jahre;0,01212673
;63 Jahre;0,01306801
;64 Jahre;0,01427687
;65 Jahre;0,01536693
;66 Jahre;0,01634570
;67 Jahre;0,01795386
;68 Jahre;0,01870318
;69 Jahre;0,02063495
;70 Jahre;0,02240432
;71 Jahre;0,02439108
;72 Jahre;0,02614878
;73 Jahre;0,02829630
;74 Jahre;0,03091920
;75 Jahre;0,03403229
;76 Jahre;0,03764212
;77 Jahre;0,04125500
;78 Jahre;0,04624243
;79 Jahre;0,05227749
;80 Jahre;0,05858519
;81 Jahre;0,06653340
;82 Jahre;0,07477145
;83 Jahre;0,08480223
;84 Jahre;0,09532295
;85 Jahre;0,10751434
;86 Jahre;0,12002092
;87 Jahre;0,13298923
;88 Jahre;0,14753387
;89 Jahre;0,16244399
;90 Jahre;0,17955475
;91 Jahre;0,20240450
;92 Jahre;0,22423180
;93 Jahre;0,24383396
;94 Jahre;0,27350122
;95 Jahre;0,28593158
;96 Jahre;0,31260906
;97 Jahre;0,33801856
;98 Jahre;0,36158430
;99 Jahre;0,38472207
;100 Jahre;0,40718128
weiblich;0 Jahre;0,00306386
;1 Jahr;0,00023106
;2 Jahre;0,00011908
;3 Jahre;0,00011914
;4 Jahre;0,00009093
;5 Jahre;0,00007499
;6 Jahre;0,00006583
;7 Jahre;0,00004930
;8 Jahre;0,00006191
;9 Jahre;0,00006471
;10 Jahre;0,00005925
;11 Jahre;0,00007448
;12 Jahre;0,00007912
;13 Jahre;0,00008572
;14 Jahre;0,00010494
;15 Jahre;0,00012510
;16 Jahre;0,00014110
;17 Jahre;0,00014642
;18 Jahre;0,00020364
;19 Jahre;0,00019302
;20 Jahre;0,00018517
;21 Jahre;0,00016556
;22 Jahre;0,00017305
;23 Jahre;0,00021698
;24 Jahre;0,00016957
;25 Jahre;0,00018646
;26 Jahre;0,00019457
;27 Jahre;0,00021843
;28 Jahre;0,00024939
;29 Jahre;0,00025878
;30 Jahre;0,00029693
;31 Jahre;0,00031919
;32 Jahre;0,00034705
;33 Jahre;0,00035605
;34 Jahre;0,00039112
;35 Jahre;0,00040248
;36 Jahre;0,00046885
;37 Jahre;0,00046022
;38 Jahre;0,00058566
;39 Jahre;0,00059570
;40 Jahre;0,00067870
;41 Jahre;0,00076286
;42 Jahre;0,00082981
;43 Jahre;0,00089993
;44 Jahre;0,00102004
;45 Jahre;0,00111196
;46 Jahre;0,00126973
;47 Jahre;0,00143354
;48 Jahre;0,00159958
;49 Jahre;0,00181145
;50 Jahre;0,00197067
;51 Jahre;0,00220878
;52 Jahre;0,00245530
;53 Jahre;0,00273314
;54 Jahre;0,00300964
;55 Jahre;0,00331339
;56 Jahre;0,00361889
;57 Jahre;0,00399228
;58 Jahre;0,00441056
;59 Jahre;0,00483001
;60 Jahre;0,00539102
;61 Jahre;0,00559511
;62 Jahre;0,00607663
;63 Jahre;0,00658441
;64 Jahre;0,00728735
;65 Jahre;0,00801216
;66 Jahre;0,00873542
;67 Jahre;0,00969440
;68 Jahre;0,01021479
;69 Jahre;0,01117219
;70 Jahre;0,01218353
;71 Jahre;0,01339036
;72 Jahre;0,01440932
;73 Jahre;0,01548276
;74 Jahre;0,01710841
;75 Jahre;0,01906753
;76 Jahre;0,02182609
;77 Jahre;0,02445188
;78 Jahre;0,02810024
;79 Jahre;0,03292330
;80 Jahre;0,03840797
;81 Jahre;0,04406258
;82 Jahre;0,05034155
;83 Jahre;0,05808191
;84 Jahre;0,06722094
;85 Jahre;0,07722132
;86 Jahre;0,08890767
;87 Jahre;0,10119005
;88 Jahre;0,11482507
;89 Jahre;0,13091811
;90 Jahre;0,14793693
;91 Jahre;0,16733501
;92 Jahre;0,18755840
;93 Jahre;0,20919831
;94 Jahre;0,23517263
;95 Jahre;0,24903335
;96 Jahre;0,26948565
;97 Jahre;0,27705564
;98 Jahre;0,30473030
;99 Jahre;0,33052733
;100 Jahre;0,35860507
2015/17;;
männlich;0 Jahre;0,00355799
;1 Jahr;0,00028674
;2 Jahre;0,00016890
;3 Jahre;0,00010625
;4 Jahre;0,00010642
;5 Jahre;0,00009935
;6 Jahre;0,00009456
;7 Jahre;0,00007673
;8 Jahre;0,00008464
;9 Jahre;0,00006850
;10 Jahre;0,00007470
;11 Jahre;0,00008120
;12 Jahre;0,00006433
;13 Jahre;0,00009122
;14 Jahre;0,00012483
;15 Jahre;0,00015070
;16 Jahre;0,00024631
;17 Jahre;0,00028228
;18 Jahre;0,00037497
;19 Jahre;0,00040767
;20 Jahre;0,00044903
;21 Jahre;0,00042592
;22 Jahre;0,00045609
;23 Jahre;0,00041893
;24 Jahre;0,00047750
;25 Jahre;0,00045082
;26 Jahre;0,00046660
;27 Jahre;0,00048965
;28 Jahre;0,00049911
;29 Jahre;0,00057045
;30 Jahre;0,00058054
;31 Jahre;0,00067469
;32 Jahre;0,00068715
;33 Jahre;0,00073444
;34 Jahre;0,00079414
;35 Jahre;0,00085659
;36 Jahre;0,00089093
;37 Jahre;0,00100150
;38 Jahre;0,00103425
;39 Jahre;0,00109674
;40 Jahre;0,00125761
;41 Jahre;0,00132704
;42 Jahre;0,00144346
;43 Jahre;0,00158430
;44 Jahre;0,00180562
;45 Jahre;0,00201464
;46 Jahre;0,00220327
;47 Jahre;0,00242760
;48 Jahre;0,00272782
;49 Jahre;0,00304465
;50 Jahre;0,00340019
;51 Jahre;0,00376454
;52 Jahre;0,00428601
;53 Jahre;0,00482121
;54 Jahre;0,00546680
;55 Jahre;0,00604190
;56 Jahre;0,00674890
;57 Jahre;0,00738687
;58 Jahre;0,00832665
;59 Jahre;0,00913909
;60 Jahre;0,00993406
;61 Jahre;0,01092612
;62 Jahre;0,01200564
;63 Jahre;0,01311172
;64 Jahre;0,01427103
;65 Jahre;0,01547851
;66 Jahre;0,01646079
;67 Jahre;0,01790877
;68 Jahre;0,01941253
;69 Jahre;0,02081856
;70 Jahre;0,02274331
;71 Jahre;0,02436666
;72 Jahre;0,02643125
;73 Jahre;0,02888360
;74 Jahre;0,03075516
;75 Jahre;0,03424591
;76 Jahre;0,03736671
;77 Jahre;0,04140617
;78 Jahre;0,04590807
;79 Jahre;0,05111947
;80 Jahre;0,05828064
;81 Jahre;0,06565600
;82 Jahre;0,07439181
;83 Jahre;0,08308853
;84 Jahre;0,09446417
;85 Jahre;0,10740229
;86 Jahre;0,11995688
;87 Jahre;0,13352569
;88 Jahre;0,14951618
;89 Jahre;0,16406864
;90 Jahre;0,18263340
;91 Jahre;0,20201201
;92 Jahre;0,22593664
;93 Jahre;0,24402597
;94 Jahre;0,27084145
;95 Jahre;0,29365205
;96 Jahre;0,31417842
;97 Jahre;0,33147163
;98 Jahre;0,34796946
;99 Jahre;0,36909453
;100 Jahre;0,38971586
weiblich;0 Jahre;0,00307816
;1 Jahr;0,00023480
;2 Jahre;0,00011769
;3 Jahre;0,00011507
;4 Jahre;0,00009600
;5 Jahre;0,00009236
;6 Jahre;0,00008063
;7 Jahre;0,00005340
;8 Jahre;0,00006380
;9 Jahre;0,00005629
;10 Jahre;0,00006195
;11 Jahre;0,00007646
;12 Jahre;0,00008856
;13 Jahre;0,00009208
;14 Jahre;0,00010112
;15 Jahre;0,00013200
;16 Jahre;0,00015033
;17 Jahre;0,00014211
;18 Jahre;0,00019816
;19 Jahre;0,00018288
